Codigo;Marca;Modelo;ClasAmbiental;Combustible;FechaInicio;Fecha
1291806;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/03/2013;25/11/2018
1387397;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/08/2015;25/11/2018
1231791;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/09/2011;25/11/2018
1475341;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;23/06/2017;25/11/2018
1475583;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;27/06/2017;25/11/2018
1506031;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;14/02/2018;25/11/2018
1470061;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;12/04/2017;25/11/2018
1262096;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;06/07/2012;25/11/2018
1523595;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;17/09/2018;25/11/2018
1234738;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/11/2011;25/11/2018
1481328;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;25/09/2017;25/11/2018
1235481;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;02/12/2011;25/11/2018
1392156;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;09/10/2015;25/11/2018
1434636;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;11/08/2016;25/11/2018
1291977;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/03/2013;25/11/2018
1263316;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;06/08/2012;25/11/2018
1229170;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/08/2011;25/11/2018
1482677;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;16/10/2017;25/11/2018
1297877;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;17/06/2013;25/11/2018
1339708;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;03/06/2014;25/11/2018
1484572;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;20/11/2017;25/11/2018
1393987;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/10/2015;25/11/2018
1482675;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;16/10/2017;25/11/2018
1426100;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;05/05/2016;25/11/2018
1340588;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;12/06/2014;25/11/2018
1150862;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/05/2009;25/11/2018
1260754;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/06/2012;25/11/2018
1416905;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;27/01/2016;25/11/2018
1268750;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/11/2012;25/11/2018
1235976;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;15/12/2011;25/11/2018
1505980;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;09/02/2018;25/11/2018
1266012;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;28/09/2012;25/11/2018
1386132;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;15/07/2015;25/11/2018
1299974;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/07/2013;25/11/2018
1472592;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;09/05/2017;25/11/2018
1347267;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/09/2014;25/11/2018
1381721;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;25/05/2015;25/11/2018
1253352;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;13/01/2012;25/11/2018
1511087;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;30/04/2018;25/11/2018
1220672;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/02/2011;25/11/2018
1263664;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/08/2012;25/11/2018
1255976;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/03/2012;25/11/2018
1262712;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/07/2012;25/11/2018
1264309;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;30/08/2012;25/11/2018
1488972;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;19/01/2018;25/11/2018
1481917;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;03/10/2017;25/11/2018
1287500;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/01/2013;25/11/2018
1341805;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;02/07/2014;25/11/2018
1524565;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;01/10/2018;25/11/2018
1434388;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;05/08/2016;25/11/2018
1236465;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/12/2011;25/11/2018
1264080;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;24/08/2012;25/11/2018
1257731;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/04/2012;25/11/2018
1519775;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;05/09/2018;25/11/2018
1341916;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;03/07/2014;25/11/2018
1485817;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;24/01/2018;25/11/2018
1420051;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;01/03/2016;25/11/2018
1299191;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;08/07/2013;25/11/2018
1485972;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/12/2017;25/11/2018
1230647;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;06/09/2011;25/11/2018
1307626;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/11/2013;25/11/2018
1341094;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;20/06/2014;25/11/2018
1430887;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;21/06/2016;25/11/2018
1235969;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;15/12/2011;25/11/2018
1374845;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/03/2015;25/11/2018
1483770;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;02/11/2017;25/11/2018
1195172;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;31/08/2010;25/11/2018
1288841;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/02/2013;25/11/2018
1228220;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/07/2011;25/11/2018
1266948;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/10/2012;25/11/2018
1253043;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;10/01/2012;25/11/2018
1267857;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/11/2012;25/11/2018
1223139;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/04/2011;25/11/2018
1343126;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/07/2014;25/11/2018
1230953;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;12/09/2011;25/11/2018
1524746;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;03/10/2018;25/11/2018
1489571;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;31/01/2018;25/11/2018
1253631;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/01/2012;25/11/2018
1346219;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;12/09/2014;25/11/2018
1184444;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/03/2010;25/11/2018
1467082;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;07/03/2017;25/11/2018
1268860;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/11/2012;25/11/2018
1225455;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;20/05/2011;25/11/2018
1260757;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/06/2012;25/11/2018
1269754;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;11/12/2012;25/11/2018
1441578;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;16/11/2016;25/11/2018
1337412;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;06/05/2014;25/11/2018
1421205;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/03/2016;25/11/2018
1341611;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;30/06/2014;25/11/2018
1233691;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;03/11/2011;25/11/2018
1309855;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/11/2013;25/11/2018
1270200;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/12/2012;25/11/2018
1485610;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;29/11/2017;25/11/2018
1230222;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;31/08/2011;25/11/2018
1220347;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/02/2011;25/11/2018
1231709;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/09/2011;25/11/2018
1329273;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/01/2014;25/11/2018
1335084;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;03/04/2014;25/11/2018
1222788;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/03/2011;25/11/2018
1466154;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;27/02/2017;25/11/2018
1485416;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;13/02/2018;25/11/2018
1295580;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;16/05/2013;25/11/2018
1252951;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;09/01/2012;25/11/2018
1468202;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;21/03/2017;25/11/2018
1464763;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;14/02/2017;25/11/2018
1223326;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/04/2011;25/11/2018
1257863;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;10/04/2012;25/11/2018
1303344;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/09/2013;25/11/2018
1515146;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;02/07/2018;25/11/2018
1260354;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;31/05/2012;25/11/2018
1193384;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;20/07/2010;25/11/2018
1388620;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/08/2015;25/11/2018
1308861;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/11/2013;25/11/2018
1488278;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;28/02/2018;25/11/2018
1338008;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;13/05/2014;25/11/2018
1232253;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/10/2011;25/11/2018
1287173;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;15/01/2013;25/11/2018
1299617;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;16/07/2013;25/11/2018
1396059;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/11/2015;25/11/2018
1481612;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;28/09/2017;25/11/2018
1231584;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/09/2011;25/11/2018
1470464;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;20/04/2017;25/11/2018
1288558;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/02/2013;25/11/2018
1344783;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/08/2014;25/11/2018
1469062;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;30/03/2017;25/11/2018
1437569;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;29/09/2016;25/11/2018
1262874;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/07/2012;25/11/2018
1254771;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;09/02/2012;25/11/2018
1259438;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/05/2012;25/11/2018
1266165;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;02/10/2012;25/11/2018
1391406;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;01/10/2015;25/11/2018
1438219;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;06/10/2016;25/11/2018
1193678;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/07/2010;25/11/2018
1478026;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;27/07/2017;25/11/2018
1345404;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;02/09/2014;25/11/2018
1218219;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;11/01/2011;25/11/2018
1290392;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;01/03/2013;25/11/2018
1469633;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;06/04/2017;25/11/2018
1297969;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/06/2013;25/11/2018
1230004;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/08/2011;25/11/2018
1269444;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/12/2012;25/11/2018
1256855;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;20/03/2012;25/11/2018
1345189;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/08/2014;25/11/2018
1296025;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/05/2013;25/11/2018
1186592;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/04/2010;25/11/2018
1477291;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;12/07/2017;25/11/2018
1252712;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;03/01/2012;25/11/2018
1336122;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;16/04/2014;25/11/2018
1263938;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/08/2012;25/11/2018
1512340;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;21/05/2018;25/11/2018
1523761;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;19/09/2018;25/11/2018
1377490;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/04/2015;25/11/2018
1261757;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/06/2012;25/11/2018
1480540;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;08/09/2017;25/11/2018
1444589;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/12/2016;25/11/2018
1234570;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/11/2011;25/11/2018
1330542;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/02/2014;25/11/2018
1263435;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;08/08/2012;25/11/2018
1292913;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/04/2013;25/11/2018
1234619;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/11/2011;25/11/2018
1290133;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;27/02/2013;25/11/2018
1230799;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;07/09/2011;25/11/2018
1310973;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;16/12/2013;25/11/2018
1484125;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;15/11/2017;25/11/2018
1523759;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;19/09/2018;25/11/2018
1384494;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;25/06/2015;25/11/2018
1376939;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;27/03/2015;25/11/2018
1262304;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;12/07/2012;25/11/2018
1335809;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;11/04/2014;25/11/2018
1400870;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/01/2016;25/11/2018
1418389;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;11/02/2016;25/11/2018
1372770;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;04/02/2015;25/11/2018
1227814;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;11/07/2011;25/11/2018
1258182;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;16/04/2012;25/11/2018
1385116;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;02/07/2015;25/11/2018
1511527;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;09/05/2018;25/11/2018
1426396;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;09/05/2016;25/11/2018
1509761;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;13/04/2018;25/11/2018
1437092;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;22/09/2016;25/11/2018
1510722;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;27/04/2018;25/11/2018
1265976;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;27/09/2012;25/11/2018
1528157;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;08/11/2018;25/11/2018
1348665;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;16/10/2014;25/11/2018
1507097;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;28/02/2018;25/11/2018
1489634;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;31/01/2018;25/11/2018
1482273;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;06/10/2017;25/11/2018
1221722;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;09/03/2011;25/11/2018
1483672;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;31/10/2017;25/11/2018
1260298;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;30/05/2012;25/11/2018
1257266;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;27/03/2012;25/11/2018
1222356;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/03/2011;25/11/2018
1508483;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;21/03/2018;25/11/2018
1387895;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/08/2015;25/11/2018
1523425;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;19/09/2018;25/11/2018
1439663;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;24/10/2016;25/11/2018
1267417;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/10/2012;25/11/2018
1391273;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;30/09/2015;25/11/2018
1395073;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;12/11/2015;25/11/2018
1379909;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/05/2015;25/11/2018
1307469;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;06/11/2013;25/11/2018
1488347;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;17/01/2018;25/11/2018
1268081;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;08/11/2012;25/11/2018
1347175;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/09/2014;25/11/2018
1300733;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;08/08/2013;25/11/2018
1190548;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;02/06/2010;25/11/2018
1297086;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/06/2013;25/11/2018
1220932;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;24/02/2011;25/11/2018
1385770;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;10/07/2015;25/11/2018
1306487;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;25/10/2013;25/11/2018
1269972;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;13/12/2012;25/11/2018
1373139;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;10/02/2015;25/11/2018
1481276;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/09/2017;25/11/2018
1261386;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/06/2012;25/11/2018
1223910;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;18/04/2011;25/11/2018
1523353;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;19/09/2018;25/11/2018
1434511;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;08/08/2016;25/11/2018
1289683;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;20/02/2013;25/11/2018
1440487;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;03/11/2016;25/11/2018
1437575;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;29/09/2016;25/11/2018
1188631;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;05/05/2010;25/11/2018
1300589;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;06/08/2013;25/11/2018
1418890;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;17/02/2016;25/11/2018
1372079;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;27/01/2015;25/11/2018
1268355;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;15/11/2012;25/11/2018
1235270;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;30/11/2011;25/11/2018
1222760;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/03/2011;25/11/2018
1339229;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;28/05/2014;25/11/2018
1333267;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/03/2014;25/11/2018
1303348;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/09/2013;25/11/2018
1467652;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;14/03/2017;25/11/2018
1228883;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/07/2011;25/11/2018
1231141;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;14/09/2011;25/11/2018
1379567;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;29/04/2015;25/11/2018
1480964;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;18/09/2017;25/11/2018
1222444;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/03/2011;25/11/2018
1268841;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/11/2012;25/11/2018
1441403;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;15/11/2016;25/11/2018
1195256;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;01/09/2010;25/11/2018
1527617;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;31/10/2018;25/11/2018
1330855;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;12/02/2014;25/11/2018
1264356;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;31/08/2012;25/11/2018
1220296;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;11/02/2011;25/11/2018
1334345;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;26/03/2014;25/11/2018
1386581;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/07/2015;25/11/2018
1259854;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;22/05/2012;25/11/2018
1378961;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;23/04/2015;25/11/2018
1267017;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/10/2012;25/11/2018
1524351;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;28/09/2018;25/11/2018
1298094;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;20/06/2013;25/11/2018
1299381;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;11/07/2013;25/11/2018
1469838;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;10/04/2017;25/11/2018
1254679;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;08/02/2012;25/11/2018
1286756;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;08/01/2013;25/11/2018
1291762;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;19/03/2013;25/11/2018
1236300;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;21/12/2011;25/11/2018
1265950;TOYOTA;PRIUS;ECO;GASOLINA-ELECTRICIDAD;27/09/2012;25/11/2018
1518115;TOYOTA;PRIUS PLUS;ECO;GASOLINA-ELECTRICIDAD;03/08/2018;25/11/2018
