Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;;;;
6/20/19;-75;-110;-185;;25.149;41.591;66.740;;;;;;;;;;;;
6/21/19;-10;9;-1;;25.139;41.600;66.739;;;;;;;;;;;;
6/22/19;11;48;59;;25.150;41.648;66.798;;;;;;;;;;;;
6/23/19;10;43;53;;25.160;41.691;66.851;;;;;;;;;;;;
6/24/19;-8;-3;-11;;25.152;41.688;66.840;;;;;;;;;;;;
6/25/19;-1;4;3;;25.151;41.692;66.843;;;;;;;;;;;;
6/26/19;-15;-32;-47;;25.136;41.660;66.796;;;;;;;;;;;;
6/27/19;-37;-79;-116;;25.099;41.581;66.680;;;;;;;;;;;;
6/28/19;-23;-2;-25;;25.076;41.579;66.655;;;;;;;;;;;;
6/29/19;16;47;63;;25.092;41.626;66.718;;;;;;;;;;;;
6/30/19;15;39;54;;25.107;41.665;66.772;;;;;;;;;;;;
7/1/19;-9;-17;-26;;25.098;41.648;66.746;;;;;;;;;;;;
7/2/19;-9;7;-2;;25.089;41.655;66.744;;;;;;;;;;;;
7/3/19;-7;20;13;;25.082;41.675;66.757;;;;;;;;;;;;
7/4/19;-44;-65;-109;;25.038;41.610;66.648;;;;;;;;;;;;
7/5/19;-14;-8;-22;;25.024;41.602;66.626;;;;;;;;;;;;
7/6/19;20;33;53;;25.044;41.635;66.679;;;;;;;;;;;;
7/7/19;19;23;42;;25.063;41.658;66.721;;;;;;;;;;;;
7/8/19;-19;-33;-52;;25.044;41.625;66.669;;;;;;;;;;;;
7/9/19;-9;-19;-28;;25.035;41.606;66.641;;;;;;;;;;;;
7/10/19;-5;-7;-12;;25.030;41.599;66.629;;;;;;;;;;;;
7/11/19;-97;-113;-210;;24.933;41.486;66.419;;;;;;;;;;;;
7/12/19;-33;-9;-42;;24.900;41.477;66.377;;;;;;;;;;;;
7/13/19;16;16;32;;24.916;41.493;66.409;;;;;;;;;;;;
7/14/19;4;23;27;;24.920;41.516;66.436;;;;;;;;;;;;
7/15/19;-8;-7;-15;;24.912;41.509;66.421;;;;;;;;;;;;
7/16/19;-10;7;-3;;24.902;41.516;66.418;;;;;;;;;;;;
7/17/19;4;-21;-17;;24.906;41.495;66.401;;;;;;;;;;;;
7/18/19;-50;-66;-116;;24.856;41.429;66.285;;;;;;;;;;;;
7/19/19;-29;-17;-46;;24.827;41.412;66.239;;;;;;;;;;;;
7/20/19;9;42;51;;24.836;41.454;66.290;;;;;;;;;;;;
7/21/19;-7;36;29;;24.829;41.490;66.319;;;;;;;;;;;;
7/22/19;-56;-56;-112;;24.773;41.434;66.207;;;;;;;;;;;;
7/23/19;-18;-18;-36;;24.755;41.416;66.171;;;;;;;;;;;;
7/24/19;-30;-26;-56;;24.725;41.390;66.115;;;;;;;;;;;;
7/25/19;-75;-7;-82;;24.650;41.383;66.033;;;;;;;;;;;;
7/26/19;-33;-94;-127;;24.617;41.289;65.906;;;;;;;;;;;;
7/27/19;21;29;50;;24.638;41.318;65.956;;;;;;;;;;;;
7/28/19;5;45;50;;24.643;41.363;66.006;;;;;;;;;;;;
7/29/19;-10;-39;-49;;24.633;41.324;65.957;;;;;;;;;;;;
7/30/19;-19;-9;-28;;24.614;41.315;65.929;;;;;;;;;;;;
7/31/19;-15;-11;-26;;24.599;41.304;65.903;;;;;;;;;;;;
8/1/19;-56;-60;-116;;24.543;41.244;65.787;;;;;;;;;;;;
8/2/19;-7;-17;-24;;24.536;41.227;65.763;;;;;;;;;;;;
8/3/19;8;38;46;;24.544;41.265;65.809;;;;;;;;;;;;
8/4/19;20;25;45;;24.564;41.290;65.854;;;;;;;;;;;;
8/5/19;-11;-4;-15;;24.553;41.286;65.839;;;;;;;;;;;;
8/6/19;-16;7;-9;;24.537;41.293;65.830;;;;;;;;;;;;
8/7/19;2;0;2;;24.539;41.293;65.832;;;;;;;;;;;;
8/8/19;-73;-93;-166;;24.466;41.200;65.666;;;;;;;;;;;;
8/9/19;-24;-22;-46;;24.442;41.178;65.620;;;;;;;;;;;;
8/10/19;-1;12;11;;24.441;41.190;65.631;;;;;;;;;;;;
8/11/19;6;31;37;;24.447;41.221;65.668;;;;;;;;;;;;
8/12/19;-1;-26;-27;;24.446;41.195;65.641;;;;;;;;;;;;
8/13/19;-17;4;-13;;24.429;41.199;65.628;;;;;;;;;;;;
8/14/19;-10;-22;-32;;24.419;41.177;65.596;;;;;;;;;;;;
8/15/19;20;37;57;;24.439;41.214;65.653;;;;;;;;;;;;
8/16/19;10;-2;8;;24.449;41.212;65.661;;;;;;;;;;;;
8/17/19;6;42;48;;24.455;41.254;65.709;;;;;;;;;;;;
8/18/19;14;19;33;;24.469;41.273;65.742;;;;;;;;;;;;
8/19/19;-23;-34;-57;;24.446;41.239;65.685;;;;;;;;;;;;
8/20/19;-60;-72;-132;;24.386;41.167;65.553;;;;;;;;;;;;
8/21/19;-19;-9;-28;;24.367;41.158;65.525;;;;;;;;;;;;
8/22/19;-6;5;-1;;24.361;41.163;65.524;;;;;;;;;;;;
8/23/19;-43;-92;-135;;24.318;41.071;65.389;;;;;;;;;;;;
8/24/19;23;46;69;;24.341;41.117;65.458;;;;;;;;;;;;
8/25/19;5;21;26;;24.346;41.138;65.484;;;;;;;;;;;;
8/26/19;-19;-17;-36;;24.327;41.121;65.448;;;;;;;;;;;;
8/27/19;7;-34;-27;;24.334;41.087;65.421;;;;;;;;;;;;
8/28/19;-25;-29;-54;;24.309;41.058;65.367;;;;;;;;;;;;
8/29/19;-40;-62;-102;;24.269;40.996;65.265;;;;;;;;;;;;
8/30/19;-25;9;-16;;24.244;41.005;65.249;;;;;;;;;;;;
8/31/19;25;40;65;;24.269;41.045;65.314;;;;;;;;;;;;
9/1/19;15;58;73;;24.284;41.103;65.387;;;;;;;;;;;;
9/2/19;2;7;9;;24.286;41.110;65.396;;;;;;;;;;;;
9/3/19;9;7;16;;24.295;41.117;65.412;;;;;;;;;;;;
9/4/19;-19;-3;-22;;24.276;41.114;65.390;;;;;;;;;;;;
9/5/19;-41;-67;-108;;24.235;41.047;65.282;;;;;;;;;;;;
9/6/19;-9;12;3;;24.226;41.059;65.285;;;;;;;;;;;;
9/7/19;23;57;80;;24.249;41.116;65.365;;;;;;;;;;;;
9/8/19;35;52;87;;24.284;41.168;65.452;;;;;;;;;;;;
9/9/19;6;25;31;;24.290;41.193;65.483;;;;;;;;;;;;
9/10/19;-3;-10;-13;;24.287;41.183;65.470;;;;;;;;;;;;
9/11/19;-20;-16;-36;;24.267;41.167;65.434;;;;;;;;;;;;
9/12/19;-102;-130;-232;;24.165;41.037;65.202;;;;;;;;;;;;
9/13/19;-39;-37;-76;;24.126;41.000;65.126;;;;;;;;;;;;
9/14/19;12;17;29;;24.138;41.017;65.155;;;;;;;;;;;;
9/15/19;16;31;47;;24.154;41.048;65.202;;;;;;;;;;;;
9/16/19;-16;-35;-51;;24.138;41.013;65.151;;;;;;;;;;;;
9/17/19;-10;5;-5;;24.128;41.018;65.146;;;;;;;;;;;;
9/18/19;-33;-2;-35;;24.095;41.016;65.111;;;;;;;;;;;;
9/19/19;-84;-114;-198;;24.011;40.902;64.913;;;;;;;;;;;;
9/20/19;-18;-14;-32;;23.993;40.888;64.881;;;;;;;;;;;;
9/21/19;22;17;39;;24.015;40.905;64.920;;;;;;;;;;;;
9/22/19;17;61;78;;24.032;40.966;64.998;;;;;;;;;;;;
9/23/19;-15;-39;-54;;24.017;40.927;64.944;;;;;;;;;;;;
9/24/19;-27;-50;-77;;23.990;40.877;64.867;;;;;;;;;;;;
9/25/19;-15;-16;-31;;23.975;40.861;64.836;;;;;;;;;;;;
9/26/19;-109;-620;-729;;23.866;40.241;64.107;;;;;;;;;;;;
9/27/19;-17;15;-2;;23.849;40.256;64.105;;;;;;;;;;;;
9/28/19;44;59;103;;23.893;40.315;64.208;;;;;;;;;;;;
9/29/19;36;70;106;;23.929;40.385;64.314;;;;;;;;;;;;
9/30/19;-4;-19;-23;;23.925;40.366;64.291;;;;;;;;;;;;
10/1/19;-28;-16;-44;;23.897;40.350;64.247;;;;;;;;;;;;
10/2/19;-36;-33;-69;;23.861;40.317;64.178;;;;;;;;;;;;
10/3/19;-81;-141;-222;;23.780;40.176;63.956;;;;;;;;;;;;
10/4/19;-15;-9;-24;;23.765;40.167;63.932;;;;;;;;;;;;
10/5/19;40;40;80;;23.805;40.207;64.012;;;;;;;;;;;;
10/6/19;42;69;111;;23.847;40.276;64.123;;;;;;;;;;;;
10/7/19;18;-12;6;;23.865;40.264;64.129;;;;;;;;;;;;
10/8/19;-8;-47;-55;;23.857;40.217;64.074;;;;;;;;;;;;
10/9/19;-25;8;-17;;23.832;40.225;64.057;;;;;;;;;;;;
10/10/19;-71;-93;-164;;23.761;40.132;63.893;;;;;;;;;;;;
10/11/19;-9;-4;-13;;23.752;40.128;63.880;;;;;;;;;;;;
10/12/19;20;58;78;;23.772;40.186;63.958;;;;;;;;;;;;
10/13/19;29;39;68;;23.801;40.225;64.026;;;;;;;;;;;;
10/14/19;-24;-59;-83;;23.777;40.166;63.943;;;;;;;;;;;;
10/15/19;-31;-40;-71;;23.746;40.126;63.872;;;;;;;;;;;;
10/16/19;-28;-11;-39;;23.718;40.115;63.833;;;;;;;;;;;;
10/17/19;-75;-115;-190;;23.643;40.000;63.643;;;;;;;;;;;;
10/18/19;-13;-25;-38;;23.630;39.975;63.605;;;;;;;;;;;;
10/19/19;22;22;44;;23.652;39.997;63.649;;;;;;;;;;;;
10/20/19;18;21;39;;23.670;40.018;63.688;;;;;;;;;;;;
10/21/19;-10;-12;-22;;23.660;40.006;63.666;;;;;;;;;;;;
10/22/19;-17;-32;-49;;23.643;39.974;63.617;;;;;;;;;;;;
10/23/19;-20;-37;-57;;23.623;39.937;63.560;;;;;;;;;;;;
10/24/19;-60;-129;-189;;23.563;39.808;63.371;;;;;;;;;;;;
10/25/19;-6;-2;-8;;23.557;39.806;63.363;;;;;;;;;;;;
10/26/19;8;30;38;;23.565;39.836;63.401;;;;;;;;;;;;
10/27/19;33;20;53;;23.598;39.856;63.454;;;;;;;;;;;;
10/28/19;-12;-1;-13;;23.586;39.855;63.441;;;;;;;;;;;;
10/29/19;-4;-16;-20;;23.582;39.839;63.421;;;;;;;;;;;;
10/30/19;-10;-4;-14;;23.572;39.835;63.407;;;;;;;;;;;;
10/31/19;-47;-35;-82;;23.525;39.800;63.325;;;;;;;;;;;;
11/1/19;19;51;70;;23.544;39.851;63.395;;;;;;;;;;;;
11/2/19;34;33;67;;23.578;39.884;63.462;;;;;;;;;;;;
11/3/19;15;43;58;;23.593;39.927;63.520;;;;;;;;;;;;
11/4/19;-32;-59;-91;;23.561;39.868;63.429;;;;;;;;;;;;
11/5/19;-15;-23;-38;;23.546;39.845;63.391;;;;;;;;;;;;
11/6/19;-5;-16;-21;;23.541;39.829;63.370;;;;;;;;;;;;
11/7/19;-5;-4;-9;;23.536;39.825;63.361;;;;;;;;;;;;
11/8/19;-43;-59;-102;;23.493;39.766;63.259;;;;;;;;;;;;
11/9/19;6;10;16;;23.499;39.776;63.275;;;;;;;;;;;;
11/10/19;-17;27;10;;23.482;39.803;63.285;;;;;;;;;;;;
11/11/19;-14;-4;-18;;23.468;39.799;63.267;;;;;;;;;;;;
11/12/19;-35;10;-25;;23.433;39.809;63.242;;;;;;;;;;;;
11/13/19;-5;-14;-19;;23.428;39.795;63.223;;;;;;;;;;;;
11/14/19;-93;-93;-186;;23.335;39.702;63.037;;;;;;;;;;;;
11/15/19;-2;-6;-8;;23.333;39.696;63.029;;;;;;;;;;;;
11/16/19;7;11;18;;23.340;39.707;63.047;;;;;;;;;;;;
11/17/19;5;15;20;;23.345;39.722;63.067;;;;;;;;;;;;
11/18/19;-3;8;5;;23.342;39.730;63.072;;;;;;;;;;;;
11/19/19;-1;-39;-40;;23.341;39.691;63.032;;;;;;;;;;;;
11/20/19;-16;-2;-18;;23.325;39.689;63.014;;;;;;;;;;;;
11/21/19;-72;-34;-106;;23.253;39.655;62.908;;;;;;;;;;;;
11/22/19;-20;-33;-53;;23.233;39.622;62.855;;;;;;;;;;;;
11/23/19;4;21;25;;23.237;39.643;62.880;;;;;;;;;;;;
11/24/19;8;10;18;;23.245;39.653;62.898;;;;;;;;;;;;
11/25/19;2;-9;-7;;23.247;39.644;62.891;;;;;;;;;;;;
11/26/19;-2;-12;-14;;23.245;39.632;62.877;;;;;;;;;;;;
11/27/19;-16;27;11;;23.229;39.659;62.888;;;;;;;;;;;;
11/28/19;-34;-79;-113;;23.195;39.580;62.775;;;;;;;;;;;;
11/29/19;-5;-19;-24;;23.190;39.561;62.751;;;;;;;;;;;;
11/30/19;6;33;39;;23.196;39.594;62.790;;;;;;;;;;;;
12/1/19;3;10;13;;23.199;39.604;62.803;;;;;;;;;;;;
12/2/19;5;-9;-4;;23.204;39.595;62.799;;;;;;;;;;;;
12/3/19;-7;-2;-9;;23.197;39.593;62.790;;;;;;;;;;;;
12/4/19;-4;5;1;;23.193;39.598;62.791;;;;;;;;;;;;
12/5/19;-26;-67;-93;;23.167;39.531;62.698;;;;;;;;;;;;
12/6/19;3;30;33;;23.170;39.561;62.731;;;;;;;;;;;;
12/7/19;16;17;33;;23.186;39.578;62.764;;;;;;;;;;;;
12/8/19;13;10;23;;23.199;39.588;62.787;;;;;;;;;;;;
12/9/19;6;20;26;;23.205;39.608;62.813;;;;;;;;;;;;
12/10/19;-2;-3;-5;;23.203;39.605;62.808;;;;;;;;;;;;
12/11/19;0;-8;-8;;23.203;39.597;62.800;;;;;;;;;;;;
12/12/19;-9;-10;-19;;23.194;39.587;62.781;;;;;;;;;;;;
12/13/19;-7;-29;-36;;23.187;39.558;62.745;;;;;;;;;;;;
12/14/19;4;-3;1;;23.191;39.555;62.746;;;;;;;;;;;;
12/15/19;0;-12;-12;;23.191;39.543;62.734;;;;;;;;;;;;
12/16/19;-32;-83;-115;;23.159;39.460;62.619;;;;;;;;;;;;
12/17/19;-16;-35;-51;;23.143;39.425;62.568;;;;;;;;;;;;
12/18/19;-16;-23;-39;;23.127;39.402;62.529;;;;;;;;;;;;
12/19/19;-8;-20;-28;;23.119;39.382;62.501;;;;;;;;;;;;
12/20/19;-48;-64;-112;;23.071;39.318;62.389;;;;;;;;;;;;
12/21/19;2;-86;-84;;23.073;39.232;62.305;;;;;;;;;;;;
12/22/19;3;-6;-3;;23.076;39.226;62.302;;;;;;;;;;;;
12/23/19;-7;-38;-45;;23.069;39.188;62.257;;;;;;;;;;;;
12/24/19;-6;2;-4;;23.063;39.190;62.253;;;;;;;;;;;;
12/25/19;4;7;11;;23.067;39.197;62.264;;;;;;;;;;;;
12/26/19;-11;6;-5;;23.056;39.203;62.259;;;;;;;;;;;;
12/27/19;-21;-36;-57;;23.035;39.167;62.202;;;;;;;;;;;;
12/28/19;5;5;10;;23.040;39.172;62.212;;;;;;;;;;;;
12/29/19;1;14;15;;23.041;39.186;62.227;;;;;;;;;;;;
12/30/19;-12;-1;-13;;23.029;39.185;62.214;;;;;;;;;;;;
12/31/19;-13;-16;-29;;23.016;39.169;62.185;;;;;;;;;;;;
1/1/20;-2;24;22;;23.014;39.193;62.207;;;;;;;;;;;;
1/2/20;-7;-28;-35;;23.007;39.165;62.172;;;;;;;;;;;;
1/3/20;-8;12;4;;22.999;39.177;62.176;;;;;;;;;;;;
1/4/20;3;32;35;;23.002;39.209;62.211;;;;;;;;;;;;
1/5/20;4;33;37;;23.006;39.242;62.248;;;;;;;;;;;;
1/6/20;21;23;44;;23.027;39.265;62.292;;;;;;;;;;;;
1/7/20;-18;-23;-41;;23.009;39.242;62.251;;;;;;;;;;;;
1/8/20;8;7;15;;23.017;39.249;62.266;;;;;;;;;;;;
1/9/20;11;3;14;;23.028;39.252;62.280;;;;;;;;;;;;
1/10/20;11;-1;10;;23.039;39.251;62.290;;;;;;;;;;;;
1/11/20;15;32;47;;23.054;39.283;62.337;;;;;;;;;;;;
1/12/20;12;39;51;;23.066;39.322;62.388;;;;;;;;;;;;
1/13/20;-16;26;10;;23.050;39.348;62.398;;;;;;;;;;;;
1/14/20;-9;-63;-72;;23.041;39.285;62.326;;;;;;;;;;;;
1/15/20;-14;-26;-40;;23.027;39.259;62.286;;;;;;;;;;;;
1/16/20;2;22;24;;23.029;39.281;62.310;;;;;;;;;;;;
1/17/20;-18;-20;-38;;23.011;39.261;62.272;;;;;;;;;;;;
1/18/20;8;-29;-21;;23.019;39.232;62.251;;;;;;;;;;;;
1/19/20;5;-31;-26;;23.024;39.201;62.225;;;;;;;;;;;;
1/20/20;-9;2;-7;;23.015;39.203;62.218;;;;;;;;;;;;
1/21/20;-2;-10;-12;;23.013;39.193;62.206;;;;;;;;;;;;
1/22/20;-8;2;-6;;23.005;39.195;62.200;;;;;;;;;;;;
1/23/20;-33;-20;-53;;22.972;39.175;62.147;;;;;;;;;;;;
1/24/20;9;-43;-34;;22.981;39.132;62.113;;;;;;;;;;;;
1/25/20;2;7;9;;22.983;39.139;62.122;;;;;;;;;;;;
1/26/20;13;15;28;;22.996;39.154;62.150;;;;;;;;;;;;
1/27/20;-2;-9;-11;;22.994;39.145;62.139;;;;;;;;;;;;
1/28/20;3;-32;-29;;22.997;39.113;62.110;;;;;;;;;;;;
1/29/20;2;-10;-8;;22.999;39.103;62.102;;;;;;;;;;;;
1/30/20;-11;-32;-43;;22.988;39.071;62.059;;;;;;;;;;;;
1/31/20;0;11;11;;22.988;39.082;62.070;;;;;;;;;;;;
2/1/20;16;43;59;;23.004;39.125;62.129;;;;;;;;;;;;
2/2/20;10;36;46;;23.014;39.161;62.175;;;;;;;;;;;;
2/3/20;13;13;26;;23.027;39.174;62.201;;;;;;;;;;;;
2/4/20;-2;-3;-5;;23.025;39.171;62.196;;;;;;;;;;;;
2/5/20;-17;25;8;;23.008;39.196;62.204;;;;;;;;;;;;
2/6/20;-15;26;11;;22.993;39.222;62.215;;;;;;;;;;;;
2/7/20;-9;-82;-91;;22.984;39.140;62.124;;;;;;;;;;;;
2/8/20;12;40;52;;22.996;39.180;62.176;;;;;;;;;;;;
2/9/20;18;42;60;;23.014;39.222;62.236;;;;;;;;;;;;
2/10/20;-6;20;14;;23.008;39.242;62.250;;;;;;;;;;;;
2/11/20;-12;14;2;;22.996;39.256;62.252;;;;;;;;;;;;
2/12/20;-8;1;-7;;22.988;39.257;62.245;;;;;;;;;;;;
2/13/20;-8;-13;-21;;22.980;39.244;62.224;;;;;;;;;;;;
2/14/20;0;4;4;;22.980;39.248;62.228;;;;;;;;;;;;
2/15/20;4;46;50;;22.984;39.294;62.278;;;;;;;;;;;;
2/16/20;5;47;52;;22.989;39.341;62.330;;;;;;;;;;;;
2/17/20;10;7;17;;22.999;39.348;62.347;;;;;;;;;;;;
2/18/20;10;-3;7;;23.009;39.345;62.354;;;;;;;;;;;;
2/19/20;-7;3;-4;;23.002;39.348;62.350;;;;;;;;;;;;
2/20/20;-15;13;-2;;22.987;39.361;62.348;;;;;;;;;;;;
2/21/20;1;-30;-29;;22.988;39.331;62.319;;;;;;;;;;;;
2/22/20;11;56;67;;22.999;39.387;62.386;;;;;;;;;;;;
2/23/20;22;42;64;;23.021;39.429;62.450;;;;;;;;;;;;
2/24/20;1;8;9;;23.022;39.437;62.459;;;;;;;;;;;;
2/25/20;11;11;22;;23.033;39.448;62.481;;;;;;;;;;;;
2/26/20;-8;10;2;;23.025;39.458;62.483;;;;;;;;;;;;
2/27/20;-24;-41;-65;;23.001;39.417;62.418;;;;;;;;;;;;
2/28/20;1;-1;0;;23.002;39.416;62.418;;;;;;;;;;;;
2/29/20;16;32;48;;23.018;39.448;62.466;;;;;;;;;;;;
3/1/20;5;39;44;;23.023;39.487;62.510;;;;;;;;;;;;
3/2/20;-17;-17;-34;;23.006;39.470;62.476;;;;;;;;;;;;
3/3/20;-3;16;13;;23.003;39.486;62.489;;;;;;;;;;;;
3/4/20;-14;-19;-33;;22.989;39.467;62.456;;;;;;;;;;;;
3/5/20;-43;-108;-151;;22.946;39.359;62.305;;;;;;;;;;;;
3/6/20;-8;-2;-10;;22.938;39.357;62.295;;;;;;;;;;;;
3/7/20;16;25;41;;22.954;39.382;62.336;;;;;;;;;;;;
3/8/20;10;33;43;;22.964;39.415;62.379;;;;;;;;;;;;
3/9/20;2;-10;-8;;22.966;39.405;62.371;;;;;;;;;;;;
3/10/20;20;18;38;;22.986;39.423;62.409;;;;;;;;;;;;
3/11/20;20;10;30;;23.006;39.433;62.439;;;;;;;;;;;;
3/12/20;-21;-12;-33;;22.985;39.421;62.406;;;;;;;;;;;;
3/13/20;-1;-18;-19;;22.984;39.403;62.387;;;;;;;;;;;;
3/14/20;9;32;41;;22.993;39.435;62.428;;;;;;;;;;;;
3/15/20;7;-1;6;;23.000;39.434;62.434;;;;;;;;;;;;
3/16/20;8;-6;2;;23.008;39.428;62.436;;;;;;;;;;;;
3/17/20;6;-3;3;;23.014;39.425;62.439;;;;;;;;;;;;
3/18/20;11;-10;1;;23.025;39.415;62.440;;;;;;;;;;;;
3/19/20;5;-5;0;;23.030;39.410;62.440;;;;;;;;;;;;
3/20/20;3;3;6;;23.033;39.413;62.446;;;;;;;;;;;;
3/21/20;9;-8;1;;23.042;39.405;62.447;;;;;;;;;;;;
3/22/20;3;-5;-2;;23.045;39.400;62.445;;;;;;;;;;;;
3/23/20;5;-1;4;;23.050;39.399;62.449;;;;;;;;;;;;
3/24/20;11;-7;4;;23.061;39.392;62.453;;;;;;;;;;;;
3/25/20;17;-15;2;;23.078;39.377;62.455;;;;"Suspendido el servicio desde las 0:00 horas del día 16-03-2020, según decreto 119 de 15 de marzo de 2020 del Delegado del Área de Gobierno de Medio Ambiente y Movilidad por el que se aprueban medidas extraordinarias en relación con el servicio de Bicicleta Pública ""BiciMad"" con motivo del Coronavirus Sars-CoV-2, con prórrogas sucesivas según decretos 125 de 27 de marzo de 2020 y 136 de 8 de abril de 2020.

Se reactiva el servicio desde las 0:00 horas del día 22-04-2020, según decreto 140 de 17 de abril de 2020 del Delegado del Área de Gobierno de Medio Ambiente y Movilidad por el que se dispone la vuelta a la operación del servicio de Bicicleta Pública ""BiciMAD""";;;;;;;;
3/26/20;5;-7;-2;;23.083;39.370;62.453;;;;;;;;;;;;
3/27/20;-9;-9;-18;;23.074;39.361;62.435;;;;;;;;;;;;
3/28/20;1;5;6;;23.075;39.366;62.441;;;;;;;;;;;;
3/29/20;0;5;5;;23.075;39.371;62.446;;;;;;;;;;;;
3/30/20;-1;1;0;;23.074;39.372;62.446;;;;;;;;;;;;
3/31/20;-3;3;0;;23.071;39.375;62.446;;;;;;;;;;;;
4/1/20;2;4;6;;23.073;39.379;62.452;;;;;;;;;;;;
4/2/20;0;-44;-44;;23.073;39.335;62.408;;;;;;;;;;;;
4/3/20;-7;-22;-29;;23.066;39.313;62.379;;;;;;;;;;;;
4/4/20;2;2;4;;23.068;39.315;62.383;;;;;;;;;;;;
4/5/20;2;2;4;;23.070;39.317;62.387;;;;;;;;;;;;
4/6/20;-5;1;-4;;23.065;39.318;62.383;;;;;;;;;;;;
4/7/20;4;-9;-5;;23.069;39.309;62.378;;;;;;;;;;;;
4/8/20;1;-2;-1;;23.070;39.307;62.377;;;;;;;;;;;;
4/9/20;1;1;2;;23.071;39.308;62.379;;;;;;;;;;;;
4/10/20;-1;-1;-2;;23.070;39.307;62.377;;;;;;;;;;;;
4/11/20;-3;9;6;;23.067;39.316;62.383;;;;;;;;;;;;
4/12/20;-1;10;9;;23.066;39.326;62.392;;;;;;;;;;;;
4/13/20;0;-3;-3;;23.066;39.323;62.389;;;;;;;;;;;;
4/14/20;0;0;0;;23.066;39.323;62.389;;;;;;;;;;;;
4/15/20;0;8;8;;23.066;39.331;62.397;;;;;;;;;;;;
4/16/20;-1;3;2;;23.065;39.334;62.399;;;;;;;;;;;;
4/17/20;2;13;15;;23.067;39.347;62.414;;;;;;;;;;;;
4/18/20;6;4;10;;23.073;39.351;62.424;;;;;;;;;;;;
4/19/20;3;11;14;;23.076;39.362;62.438;;;;;;;;;;;;
4/20/20;3;7;10;;23.079;39.369;62.448;;;;;;;;;;;;
4/21/20;0;18;18;;23.079;39.387;62.466;;;;;;;;;;;;
4/22/20;6;41;47;;23.085;39.428;62.513;;;;;;;;;;;;
4/23/20;-1;22;21;;23.084;39.450;62.534;;;;;;;;;;;;
4/24/20;-3;7;4;;23.081;39.457;62.538;;;;;;;;;;;;
4/25/20;-2;9;7;;23.079;39.466;62.545;;;;;;;;;;;;
4/26/20;-3;18;15;;23.076;39.484;62.560;;;;;;;;;;;;
4/27/20;-1;21;20;;23.075;39.505;62.580;;;;;;;;;;;;
4/28/20;-16;-16;-32;;23.059;39.489;62.548;;;;;;;;;;;;
4/29/20;14;4;18;;23.073;39.493;62.566;;;;;;;;;;;;
4/30/20;-29;-42;-71;;23.044;39.451;62.495;;;;;;;;;;;;
5/1/20;35;38;73;;23.079;39.489;62.568;;;;;;;;;;;;
5/2/20;66;233;299;;23.145;39.722;62.867;;;;;;;;;;;;
5/3/20;101;354;455;;23.246;40.076;63.322;;;;;;;;;;;;
5/4/20;101;310;411;;23.347;40.386;63.733;;;;;;;;;;;;
5/5/20;99;296;395;;23.446;40.682;64.128;;;;;;;;;;;;
5/6/20;91;340;431;;23.537;41.022;64.559;;;;;;;;;;;;
5/7/20;95;313;408;;23.632;41.335;64.967;;;;;;;;;;;;
5/8/20;98;378;476;;23.730;41.713;65.443;;;;;;;;;;;;
5/9/20;184;698;882;;23.914;42.411;66.325;;;;;;;;;;;;
5/10/20;175;549;724;;24.089;42.960;67.049;;;;;;;;;;;;
5/11/20;59;235;294;;24.148;43.195;67.343;;;;;;;;;;;;
5/12/20;-16;38;22;;24.132;43.233;67.365;;;;;;;;;;;;
5/13/20;23;101;124;;24.155;43.334;67.489;;;;;;;;;;;;
5/14/20;1;95;96;;24.156;43.429;67.585;;;;;;;;;;;;
5/15/20;74;239;313;;24.230;43.668;67.898;;;;;;;;;;;;
5/16/20;169;451;620;;24.399;44.119;68.518;;;;;;;;;;;;
5/17/20;171;510;681;;24.570;44.629;69.199;;;;;;;;;;;;
5/18/20;78;312;390;;24.648;44.941;69.589;;;;;;;;;;;;
5/19/20;78;294;372;;24.726;45.235;69.961;;;;;;;;;;;;
5/20/20;62;311;373;;24.788;45.546;70.334;;;;;;;;;;;;
5/21/20;82;289;371;;24.870;45.835;70.705;;;;;;;;;;;;
5/22/20;89;325;414;;24.959;46.160;71.119;;;;;;;;;;;;
5/23/20;143;533;676;;25.102;46.693;71.795;;;;;;;;;;;;
5/24/20;101;439;540;;25.203;47.132;72.335;;;;;;;;;;;;
5/25/20;0;137;137;;25.203;47.269;72.472;;;;;;;;;;;;
5/26/20;-16;20;4;;25.187;47.289;72.476;;;;;;;;;;;;
5/27/20;10;69;79;;25.197;47.358;72.555;;;;;;;;;;;;
5/28/20;-58;56;-2;;25.139;47.414;72.553;;;;;;;;;;;;
5/29/20;-4;6;2;;25.135;47.420;72.555;;;;;;;;;;;;
5/30/20;2;158;160;;25.137;47.578;72.715;;;;;;;;;;;;
5/31/20;-8;123;115;;25.129;47.701;72.830;;;;;;;;;;;;
6/1/20;-26;29;3;;25.103;47.730;72.833;;;;;;;;;;;;
6/2/20;226;-342;-116;;25.329;47.388;72.717;;;;;;;;;;;;
6/3/20;26;186;212;;25.355;47.574;72.929;;;;;;;;;;;;
6/4/20;32;177;209;;25.387;47.751;73.138;;;;;;;;;;;;
