Matricula;NumEmt;Marca;Modelo;Version;Combustible;ClasEcol;Plataforma;Plazas;Falta;Fbaja
2583KFS;2072;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;06/02/2018;31/12/9999
2698KFS;2073;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;06/02/2018;31/12/9999
2829KFS;2074;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;06/02/2018;31/12/9999
2910KFS;2075;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;06/02/2018;31/12/9999
3024KFS;2076;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;06/02/2018;31/12/9999
7152KFX;4934;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
7159KFX;4933;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
7165KFX;4931;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
7170KFX;4924;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
7175KFX;4923;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
7202KFX;4929;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
7207KFX;4925;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;06/02/2018;31/12/9999
2896KGC;111;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
2942KGC;112;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
2987KGC;110;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3013KGC;109;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3039KGC;108;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3049KGC;107;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3058KGC;106;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3090KGC;105;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3107KGC;104;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3165KGC;103;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3190KGC;102;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3227KGC;116;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3273KGC;115;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3292KGC;114;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
3312KGC;113;IRIZAR;i2e;1;El‚ctrico;Sin emisiones;Doble plat. doble;77;02/02/2018;31/12/9999
4959KDT;4709;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;02/02/2018;31/12/9999
5825KDT;4738;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;02/02/2018;31/12/9999
1115KDV;4714;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;31/01/2018;31/12/9999
2812KDR;4698;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;31/01/2018;31/12/9999
5786KDT;4737;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;31/01/2018;31/12/9999
5923KDT;4736;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;31/01/2018;31/12/9999
7185KFX;4775;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;31/01/2018;31/12/9999
0275KFD;4791;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;30/01/2018;31/12/9999
2089KFF;2069;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;30/01/2018;31/12/9999
2328KFS;2070;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;30/01/2018;31/12/9999
2424KFS;2071;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;30/01/2018;31/12/9999
4365KDT;4699;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;30/01/2018;31/12/9999
4857KDS;4725;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;30/01/2018;31/12/9999
6300KFY;4742;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;30/01/2018;31/12/9999
6866KDV;4753;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;30/01/2018;31/12/9999
4541KDT;4690;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;26/01/2018;31/12/9999
7327KDR;4695;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;26/01/2018;31/12/9999
1528KFF;2056;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;24/01/2018;31/12/9999
1978KFF;2065;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;24/01/2018;31/12/9999
2006KFF;2066;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;24/01/2018;31/12/9999
1472KFF;2055;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;23/01/2018;31/12/9999
1957KFF;2064;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;23/01/2018;31/12/9999
2026KFF;2067;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;23/01/2018;31/12/9999
2269KFF;2062;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;23/01/2018;31/12/9999
2546KFN;4932;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;18/01/2018;31/12/9999
2549KFN;4927;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;18/01/2018;31/12/9999
2564KFN;4930;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;18/01/2018;31/12/9999
4892KDS;4706;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;77;16/01/2018;31/12/9999
2555KFN;4926;MERCEDES;Cit-GNC ;4;GNC;Euro VI;Doble plat. doble;77;11/01/2018;31/12/9999
0348KFD;4773;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;10/01/2018;31/12/9999
1804KFF;2060;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;10/01/2018;31/12/9999
1843KFF;2061;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;10/01/2018;31/12/9999
2257KFF;2063;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;10/01/2018;31/12/9999
9821KFC;4776;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;10/01/2018;31/12/9999
1571KFF;2057;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;09/01/2018;31/12/9999
1678KFF;2059;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;09/01/2018;31/12/9999
6466KDV;4760;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;09/01/2018;31/12/9999
6983KDV;4766;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;09/01/2018;31/12/9999
0258KFD;4799;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;06/01/2018;31/12/9999
9870KFC;4772;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;06/01/2018;31/12/9999
0336KFD;4792;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;05/01/2018;31/12/9999
6856KDV;4752;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;77;05/01/2018;31/12/9999
0163KFD;4801;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;30/12/2017;31/12/9999
0412KFD;4790;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;30/12/2017;31/12/9999
0560KFD;4788;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;30/12/2017;31/12/9999
0664KFD;4787;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;30/12/2017;31/12/9999
2786KDR;4686;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;30/12/2017;31/12/9999
6504KDV;4761;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;30/12/2017;31/12/9999
1412HJR;9301;CASTROSéA;Tempus El‚ctrico;0;El‚ctrico;Sin emisiones;Plat. ampliada;68;29/12/2017;31/12/9999
5668HJY;9303;CASTROSéA;Tempus El‚ctrico;0;El‚ctrico;Sin emisiones;Plat. ampliada;68;29/12/2017;31/12/9999
5682HJY;9302;CASTROSéA;Tempus El‚ctrico;0;El‚ctrico;Sin emisiones;Plat. ampliada;68;29/12/2017;31/12/9999
6689HKL;9304;CASTROSéA;Tempus El‚ctrico;0;El‚ctrico;Sin emisiones;Plat. ampliada;68;29/12/2017;31/12/9999
6699HKL;9305;CASTROSéA;Tempus El‚ctrico;0;El‚ctrico;Sin emisiones;Plat. ampliada;68;29/12/2017;31/12/9999
0074KFD;4802;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;27/12/2017;31/12/9999
0191KFD;4800;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;27/12/2017;31/12/9999
0665KFD;4783;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;27/12/2017;31/12/9999
0704KFD;4795;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;27/12/2017;31/12/9999
1624KFF;2058;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;27/12/2017;31/12/9999
6404KDV;4759;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;27/12/2017;31/12/9999
9762KFC;4779;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;27/12/2017;31/12/9999
0165KFD;4782;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
0419KFD;4793;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
0455KFD;4789;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
0476KFD;4796;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
0634KFD;4785;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
0775KFD;4780;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
6579KDV;4763;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;21/12/2017;31/12/9999
5052KDT;4701;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;14/12/2017;31/12/9999
6702KDV;4756;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;14/12/2017;31/12/9999
6933KDV;4744;MERCEDES;Cit-GNC ;3;GNC;Euro VI;Doble plat. doble;88;14/12/2017;31/12/9999
4588KDT;4718;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;08/12/2017;31/12/9999
4654KDT;4712;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;08/12/2017;31/12/9999
4902KDS;4720;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;08/12/2017;31/12/9999
5119KDT;4700;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;08/12/2017;31/12/9999
5973KDT;4726;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;08/12/2017;31/12/9999
1430KFF;2054;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;05/12/2017;31/12/9999
4895KDS;4707;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;05/12/2017;31/12/9999
4926KDS;4724;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;05/12/2017;31/12/9999
1397KFF;2053;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;29/11/2017;31/12/9999
2675KDR;4687;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
4860KDS;4734;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
4863KDS;4692;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
4864KDS;4705;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
4886KDS;4711;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
4889KDS;4733;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
4915KDS;4722;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;29/11/2017;31/12/9999
2645KDR;4703;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
2719KDR;4713;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
2855KDR;4693;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
2893KDR;4694;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
2921KDR;4708;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
2998KDR;4710;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
4861KDS;4685;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;22/11/2017;31/12/9999
2823KDR;4697;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;14/11/2017;31/12/9999
2872KDR;4696;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;14/11/2017;31/12/9999
2975KDR;4688;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;14/11/2017;31/12/9999
3173KDR;4689;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;14/11/2017;31/12/9999
7016KDR;4691;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;14/11/2017;31/12/9999
4993KDJ;2045;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5236KDJ;2040;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5458KDJ;2043;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5509KDJ;2042;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5598KDJ;2041;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5769KDJ;2039;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5885KDJ;2038;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
5963KDJ;2037;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6095KDJ;2036;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6257KDJ;2044;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6399KDL;2052;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6437KDL;2046;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6458KDL;2047;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6477KDL;2048;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6515KDL;2049;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6527KDL;2050;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
6539KDL;2051;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/11/2017;31/12/9999
0554KDB;2035;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;20/10/2017;31/12/9999
0560KDB;2030;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
0567KDB;2031;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
0573KDB;2033;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
0588KDB;2032;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
0597KDB;2034;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
2041KCY;2029;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
2047KCY;2028;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
2050KCY;2027;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
2061KCY;2026;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
2080KCY;2023;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;17/10/2017;31/12/9999
2064KCY;2025;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;12/10/2017;31/12/9999
2074KCY;2024;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;12/10/2017;31/12/9999
2082KCY;2022;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;12/10/2017;31/12/9999
2089KCY;2021;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;12/10/2017;31/12/9999
3096KBT;4684;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;20/09/2017;31/12/9999
4499KBC;4683;MERCEDES;Cit-GNC ;2;GNC;Euro VI;Doble plat. doble;88;20/09/2017;31/12/9999
7943KBV;2018;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;14/09/2017;31/12/9999
7958KBV;2020;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;14/09/2017;31/12/9999
7873KBV;2017;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;11/09/2017;31/12/9999
9229KBV;2016;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;11/09/2017;31/12/9999
7851KBV;2015;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;07/09/2017;31/12/9999
7889KBV;2019;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;07/09/2017;31/12/9999
8418JYW;2001;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;07/09/2017;31/12/9999
7834KBV;2014;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;04/09/2017;31/12/9999
7806KBV;2011;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/09/2017;31/12/9999
7811KBV;2012;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/09/2017;31/12/9999
7816KBV;2013;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;01/09/2017;31/12/9999
7757KBV;2009;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;31/08/2017;31/12/9999
7795KBV;2010;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;31/08/2017;31/12/9999
4249KBC;2007;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;30/08/2017;31/12/9999
7698KBV;2008;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;30/08/2017;31/12/9999
4427KBC;2003;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;18/08/2017;31/12/9999
4365KBC;2004;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;11/08/2017;31/12/9999
4274KBC;2006;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;08/08/2017;31/12/9999
4298KBC;2005;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;08/08/2017;31/12/9999
2750JZN;2002;SCANIA;N280 UB GNC ;1;GNC;Euro VI;Plat. doble;78;11/07/2017;31/12/9999
3634JVP;9325;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;03/06/2017;31/12/9999
0395JVL;9322;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;01/06/2017;31/12/9999
3741JVP;9329;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;01/06/2017;31/12/9999
1852JVT;9332;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;29/05/2017;31/12/9999
3913JVP;9333;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;29/05/2017;31/12/9999
3272JVP;9324;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;26/05/2017;31/12/9999
3820JVP;9330;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;25/05/2017;31/12/9999
0407JVL;9326;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;23/05/2017;31/12/9999
0417JVL;9327;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;23/05/2017;31/12/9999
0403JVL;9323;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;19/05/2017;31/12/9999
3873JVH;9328;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;19/05/2017;31/12/9999
4406JVP;9331;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;19/05/2017;31/12/9999
3867JVH;9321;IVECO;Urbanway H¡brido;0;H¡brido;Euro VI;Plat. doble;76;09/05/2017;31/12/9999
4122JTX;9241;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;18/04/2017;31/12/9999
7131JVC;9251;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;18/04/2017;31/12/9999
7048JVC;9242;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;13/04/2017;31/12/9999
7057JVC;9250;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;13/04/2017;31/12/9999
7261JVK;8676;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;13/04/2017;31/12/9999
7156JVC;9252;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;06/04/2017;31/12/9999
7297JVK;8671;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;06/04/2017;31/12/9999
6999JVC;9256;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;01/04/2017;31/12/9999
7065JVC;9254;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;01/04/2017;31/12/9999
7237JVK;8673;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;01/04/2017;31/12/9999
7248JVK;8672;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;01/04/2017;31/12/9999
7257JVK;8675;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;01/04/2017;31/12/9999
7334JVK;8677;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;01/04/2017;31/12/9999
5045JVF;9255;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;30/03/2017;31/12/9999
7023JVC;9246;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;30/03/2017;31/12/9999
7044JVC;9249;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;27/03/2017;31/12/9999
7098JVC;9244;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;27/03/2017;31/12/9999
7169JVC;9247;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;27/03/2017;31/12/9999
7144JVC;9248;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;24/03/2017;31/12/9999
6987JVC;9243;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;22/03/2017;31/12/9999
6990JVC;9253;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;22/03/2017;31/12/9999
7077JVC;9245;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;22/03/2017;31/12/9999
7106JVC;9257;MAN;Lion's City H¡brido;0;H¡brido;Euro VI;Plat. doble;78;22/03/2017;31/12/9999
5171JVF;8882;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;15/03/2017;31/12/9999
4999JVF;8865;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;11/03/2017;31/12/9999
5086JVF;8869;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;11/03/2017;31/12/9999
6984JVC;8864;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;11/03/2017;31/12/9999
7115JVC;8863;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;11/03/2017;31/12/9999
7263JVK;8669;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;11/03/2017;31/12/9999
3908JVH;8873;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;09/03/2017;31/12/9999
6993JVC;8855;MAN;Lion's City GNC;0;GNC;Euro VI;Plat. doble;78;09/03/2017;31/12/9999
7216JVK;8666;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;09/03/2017;31/12/9999
7218JVK;8663;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;09/03/2017;31/12/9999
7235JVK;8668;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;09/03/2017;31/12/9999
7329JVK;8667;MERCEDES;Cit-GNC ;1;GNC;Euro VI;Doble plat. doble;88;09/03/2017;31/12/9999
